holeid,from,to,X,Y,Z,Lithology_code,MOC_code,Structure_code,GRADE
MRCB22,337,337.5,9826.597171,10786.90342,-179.768,16,16,0,0.48
MRCB22,337.5,338,9826.76698,10787.10603,-180.192,11,32,4,0.26
MRCB22,338,338.5,9826.936789,10787.30864,-180.616,11,32,4,0.11
MRCB22,338.5,339,9827.106598,10787.51124,-181.04,11,32,4,0.08
MRCB22,339,339.5,9827.276407,10787.71385,-181.464,11,32,4,0.06
MRCB22,339.5,340,9827.446216,10787.91646,-181.888,11,32,4,0.06
MRCB22,343,343.5,9828.634879,10789.33471,-184.856,2,14,9,0.01
MRCB22,343.5,344,9828.804688,10789.53731,-185.28,2,14,10,0.01
MRCB22,344,344.5,9828.974497,10789.73992,-185.704,2,14,10,0.09
MRCB22,344.5,345,9829.144306,10789.94253,-186.128,11,33,5,0.06
MRCB22,345,345.5,9829.314115,10790.14513,-186.552,11,33,5,0.67
MRCB22,345.5,346,9829.483924,10790.34774,-186.976,11,33,5,0.09
MRCB22,346,346.5,9829.653733,10790.55035,-187.4,11,34,1,0.04
MRCB22,346.5,347,9829.823542,10790.75295,-187.824,11,34,1,0.02
MRCB22,347,347.5,9829.993351,10790.95556,-188.248,11,34,1,0.17
MRCB22,347.5,348,9830.16316,10791.15817,-188.672,11,34,1,0.28
MRCB22,348,348.5,9830.332969,10791.36078,-189.096,11,34,1,0.11
MRCB22,348.5,349,9830.502778,10791.56338,-189.52,11,34,1,0.09
MRCB22,349,349.5,9830.672587,10791.76599,-189.944,1,34,1,0.13
MRCB22,349.5,350,9830.842396,10791.9686,-190.368,1,34,1,0.11
MRCB22,350,350.5,9831.012205,10792.1712,-190.792,1,34,1,0.04
MRCB22,350.5,351,9831.182014,10792.37381,-191.216,1,34,1,0.03
MRCB22,351,351.5,9831.351823,10792.57642,-191.64,1,34,1,0.09
MRCB22,351.5,352,9831.521632,10792.77902,-192.064,1,34,1,0.08
MRCB22,352,352.5,9831.691441,10792.98163,-192.488,1,34,0,0.05
MRCB22,352.5,353,9831.86125,10793.18424,-192.912,9,17,0,0.44
MRCB22,353,353.5,9832.031059,10793.38685,-193.336,11,17,2,0.29
MRCB22,353.5,354,9832.200868,10793.58945,-193.76,11,17,2,0.05
MRCB22,354,354.5,9832.370677,10793.79206,-194.184,11,17,2,0.23
MRCB22,354.5,355,9832.540486,10793.99467,-194.608,11,17,2,0.74
MRCB22,355,355.5,9832.710295,10794.19727,-195.032,19,35,0,0.47
MRCB22,355.5,356,9832.880104,10794.39988,-195.456,19,35,0,0.4
MRCB22,356,356.5,9833.049913,10794.60249,-195.88,19,35,0,1.04
MRCB22,356.5,357,9833.219722,10794.80509,-196.304,19,35,0,1.43
MRCB22,357,357.5,9833.389531,10795.0077,-196.728,18,20,4,0.24
MRCB22,357.5,358,9833.55934,10795.21031,-197.152,18,20,4,0.15
MRCB22,358,358.5,9833.729149,10795.41292,-197.576,19,20,4,0.25
MRCB22,358.5,359,9833.898958,10795.61552,-198,19,32,0,1.11
MRCB22,359,359.5,9834.068767,10795.81813,-198.424,19,32,0,0.26
MRCB22,359.5,360,9834.238576,10796.02074,-198.848,19,32,0,1.47
MRCB22,360,360.5,9834.408385,10796.22334,-199.272,19,32,0,0.45
MRCB22,360.5,361,9834.578194,10796.42595,-199.696,19,32,1,0.55
MRCB22,361,361.5,9834.748003,10796.62856,-200.12,19,36,1,0.69
MRCB22,361.5,362,9834.917812,10796.83116,-200.544,19,36,1,0.58
MRCB22,362,362.5,9835.087621,10797.03377,-200.968,19,36,1,0.58
MRCB22,362.5,363,9835.25743,10797.23638,-201.392,19,36,1,0.64
MRCB22,363,363.5,9835.427239,10797.43899,-201.816,11,36,1,0.45
MRCB22,363.5,364,9835.597048,10797.64159,-202.24,11,36,1,0.36
MRCB22,364,364.5,9835.766857,10797.8442,-202.664,19,37,2,0.96
MRCB22,364.5,365,9835.936666,10798.04681,-203.088,19,37,2,0.81
MRCB22,365,365.5,9836.106475,10798.24941,-203.512,19,37,2,0.43
MRCB22,365.5,366,9836.276284,10798.45202,-203.936,1,32,0,0.17
MRCB22,366,366.5,9836.446093,10798.65463,-204.36,1,32,0,0.16
MRCB22,366.5,367,9836.615902,10798.85723,-204.784,1,32,0,0.19
MRCB22,367,367.5,9836.785711,10799.05984,-205.208,1,14,4,0.01
MRCB22,367.5,368,9836.95552,10799.26245,-205.632,1,14,4,0.01
MRCB22,368,368.5,9837.125329,10799.46506,-206.056,1,14,4,0.02
MRCB22,368.5,369,9837.295138,10799.66766,-206.48,1,14,4,0.23
MRCB22,369,369.5,9837.464947,10799.87027,-206.904,1,14,4,0.17
MRCB22,369.5,370,9837.634756,10800.07288,-207.328,1,14,4,0.18
MRCB22,370,370.5,9837.804565,10800.27548,-207.752,1,14,4,0.23
MRCB22,370.5,371,9837.974374,10800.47809,-208.176,1,14,4,0.12
MRCB22,371,371.5,9838.144183,10800.6807,-208.6,1,14,0,0.62
MRCB22,371.5,372,9838.313992,10800.8833,-209.024,11,14,0,0.61
MRCB22,372,372.5,9838.483801,10801.08591,-209.448,11,38,4,0.46
MRCB22,372.5,373,9838.65361,10801.28852,-209.872,11,38,4,0.23
MRCB22,373,373.5,9838.823419,10801.49113,-210.296,19,39,0,0.51
MRCB22,373.5,374,9838.993228,10801.69373,-210.72,19,39,0,0.23
MRCB22,374,374.5,9839.163037,10801.89634,-211.144,11,14,11,0.4
MRCB22,374.5,375,9839.332846,10802.09895,-211.568,11,14,11,0.11
MRCB22,375,375.5,9839.502655,10802.30155,-211.992,11,14,11,0.08
MRCB22,375.5,376,9839.672464,10802.50416,-212.416,11,14,1,0.08
MRCB22,376,376.5,9839.842273,10802.70677,-212.84,11,40,1,0.27
MRCB22,376.5,377,9840.012082,10802.90937,-213.264,11,40,1,0.5
MRCB22,377,377.5,9840.181891,10803.11198,-213.688,19,41,1,0.91
MRCB22,377.5,378,9840.3517,10803.31459,-214.112,11,41,1,0.42
MRCB22,378,378.5,9840.521509,10803.5172,-214.536,11,42,1,0.22
MRCB22,378.5,379,9840.691318,10803.7198,-214.96,11,42,1,0.77
MRCB22,379,379.5,9840.861127,10803.92241,-215.384,11,42,12,0.74
MRCB22,379.5,380,9841.030936,10804.12502,-215.808,11,42,12,0.15
MRCB22,380,380.5,9841.200745,10804.32762,-216.232,11,16,0,0.31
MRCB22,380.5,381,9841.370554,10804.53023,-216.656,11,16,0,0.16
MRCB22,381,381.5,9841.540363,10804.73284,-217.08,11,14,2,0.04
MRCB22,381.5,382,9841.710172,10804.93544,-217.504,20,14,13,0.01
MRCB22,382,382.5,9841.879981,10805.13805,-217.928,19,25,1,0.16
MRCB22,382.5,383,9842.04979,10805.34066,-218.352,19,25,1,0.38
MRCB22,383,383.5,9842.219599,10805.54327,-218.776,19,25,1,0.67
MRCB22,383.5,384,9842.389408,10805.74587,-219.2,19,25,1,2.4
MRCB22,384,384.5,9842.559217,10805.94848,-219.624,19,25,1,1.48
MRCB22,384.5,385,9842.729026,10806.15109,-220.048,19,25,1,0.51
MRCB22,385,385.5,9842.898835,10806.35369,-220.472,19,43,0,0.47
MRCB22,385.5,386,9843.068644,10806.5563,-220.896,19,43,0,0.5
MRCB22,386,386.5,9843.238453,10806.75891,-221.32,19,43,0,0.38
MRCB22,386.5,387,9843.408262,10806.96151,-221.744,19,43,0,0.95
MRCB22,387,387.5,9843.578071,10807.16412,-222.168,19,14,2,1.22
MRCB22,387.5,388,9843.74788,10807.36673,-222.592,19,14,2,0.76
MRCB22,388,388.5,9843.917689,10807.56934,-223.016,2,43,0,0.23
MRCB22,388.5,389,9844.087498,10807.77194,-223.44,2,43,0,0.35
MRCB22,389,389.5,9844.257307,10807.97455,-223.864,2,43,0,0.4
MRCB22,389.5,390,9844.427116,10808.17716,-224.288,2,43,0,0.44
MRCB22,390,390.5,9844.596925,10808.37976,-224.712,2,43,0,0.39
MRCB22,390.5,391,9844.766734,10808.58237,-225.136,2,43,0,0.46
MRCB22,391,391.5,9844.936543,10808.78498,-225.56,9,40,5,0.38
MRCB22,391.5,392,9845.106352,10808.98758,-225.984,9,44,1,0.6
MRCB22,392,392.5,9845.276161,10809.19019,-226.408,9,44,1,0.83
MRCB22,392.5,393,9845.44597,10809.3928,-226.832,9,44,1,0.43
MRCB22,393,393.5,9845.615779,10809.59541,-227.256,9,44,1,0.9
MRCB22,393.5,394,9845.785588,10809.79801,-227.68,9,44,1,0.37
MRCB22,394,394.5,9845.955397,10810.00062,-228.104,10,40,2,0.47
MRCB22,394.5,395,9846.125206,10810.20323,-228.528,10,40,2,0.57
MRCB22,395,395.5,9846.295015,10810.40583,-228.952,10,40,2,0.49
MRCB22,395.5,396,9846.464824,10810.60844,-229.376,10,40,2,0.31
MRCB22,396,396.5,9846.634633,10810.81105,-229.8,10,40,2,0.23
MRCB22,396.5,397,9846.804442,10811.01365,-230.224,10,40,2,0.43
MRCB22,397,397.5,9846.974251,10811.21626,-230.648,11,14,1,0.47
MRCB22,397.5,398,9847.14406,10811.41887,-231.072,11,15,11,0.29
MRCB22,398,398.5,9847.313869,10811.62148,-231.496,10,15,11,0.59
MRCB22,398.5,399,9847.483678,10811.82408,-231.92,10,14,2,0.41
MRCB22,399,399.5,9847.653487,10812.02669,-232.344,11,20,0,0.38
MRCB22,399.5,400,9847.823296,10812.2293,-232.768,11,20,0,0.14
MRCB22,400,400.5,9847.993105,10812.4319,-233.192,11,15,1,0.29
MRCB22,400.5,401,9848.162914,10812.63451,-233.616,11,15,1,0.29
MRCB22,401,401.5,9848.332723,10812.83712,-234.04,11,29,5,0.38
MRCB22,401.5,402,9848.502532,10813.03972,-234.464,11,29,5,0.31
MRCB22,402,402.5,9848.672341,10813.24233,-234.888,11,29,5,0.55
MRCB22,402.5,403,9848.84215,10813.44494,-235.312,11,29,5,0.26
MRCB22,403,403.5,9849.011959,10813.64755,-235.736,11,29,5,0.21
MRCB22,403.5,404,9849.181768,10813.85015,-236.16,2,34,1,0.36
MRCB22,404,404.5,9849.351577,10814.05276,-236.584,2,34,1,0.56
MRCB22,404.5,405,9849.521386,10814.25537,-237.008,2,45,1,0.56
MRCB22,405,405.5,9849.691195,10814.45797,-237.432,10,45,1,0.38
MRCB22,405.5,406,9849.861004,10814.66058,-237.856,10,45,1,0.37
MRCB22,406,406.5,9850.030813,10814.86319,-238.28,10,14,0,0.73
MRCB22,406.5,407,9850.200622,10815.06579,-238.704,10,14,0,0.14
MRCB22,407,407.5,9850.370431,10815.2684,-239.128,9,16,0,0.47
MRCB22,407.5,408,9850.54024,10815.47101,-239.552,11,20,0,0.49
MRCB22,408,408.5,9850.710049,10815.67362,-239.976,21,18,0,0.8
MRCB22,408.5,409,9850.879858,10815.87622,-240.4,21,18,1,0.35
MRCB22,409,409.5,9851.049667,10816.07883,-240.824,16,18,1,0.32
MRCB22,409.5,410,9851.219476,10816.28144,-241.248,2,14,1,1.22
MRCB22,410,410.5,9851.389285,10816.48404,-241.672,2,34,1,0.75
MRCB22,410.5,411,9851.559094,10816.68665,-242.096,2,34,1,0.67
MRCB22,411,411.5,9851.728903,10816.88926,-242.52,2,34,1,0.44
MRCB22,411.5,412,9851.898712,10817.09186,-242.944,2,34,1,0.27
MRCB22,412,412.5,9852.068521,10817.29447,-243.368,9,39,2,0.48
MRCB22,412.5,413,9852.23833,10817.49708,-243.792,9,39,2,0.37
MRCB22,413,413.5,9852.408139,10817.69969,-244.216,10,46,2,0.75
MRCB22,413.5,414,9852.577948,10817.90229,-244.64,10,46,2,0.5
MRCB22,414,414.5,9852.747757,10818.1049,-245.064,2,32,1,2.23
MRCB22,414.5,415,9852.917566,10818.30751,-245.488,2,32,1,0.76
MRCB22,415,415.5,9853.087375,10818.51011,-245.912,10,14,0,0.2
MRCB22,415.5,416,9853.257184,10818.71272,-246.336,10,14,0,0.19
MRCB22,416,416.5,9853.426993,10818.91533,-246.76,10,14,0,0.6
MRCB22,416.5,417,9853.596802,10819.11793,-247.184,10,14,0,0.75
MRCB22,417,417.5,9853.766611,10819.32054,-247.608,10,14,0,0.22
MRCB22,417.5,418,9853.93642,10819.52315,-248.032,10,14,0,0.3
MRCB22,418,418.5,9854.106229,10819.72576,-248.456,10,14,0,0.36
MRCB22,418.5,419,9854.276038,10819.92836,-248.88,9,14,0,0.46
MRCB22,419,419.5,9854.445847,10820.13097,-249.304,9,14,0,0.24
MRCB22,419.5,420,9854.615656,10820.33358,-249.728,9,16,0,0.31
MRCB22,420,420.5,9854.785465,10820.53618,-250.152,9,16,0,0.65
MRCB22,420.5,421,9854.955274,10820.73879,-250.576,9,16,0,0.57
MRCB22,421,421.5,9855.125083,10820.9414,-251,9,14,0,0.53
MRCB22,421.5,422,9855.294892,10821.144,-251.424,9,14,0,0.05
MRCB22,422,422.5,9855.464701,10821.34661,-251.848,9,14,0,0.04
MRCB22,422.5,423,9855.63451,10821.54922,-252.272,9,14,0,0.14
MRCB22,423,423.5,9855.804319,10821.75183,-252.696,9,14,0,0.21
MRCB22,423.5,424,9855.974128,10821.95443,-253.12,9,14,0,0.1
MRCB22,424,424.5,9856.143937,10822.15704,-253.544,11,14,13,0.21
MRCB22,424.5,425,9856.313746,10822.35965,-253.968,11,14,13,0.21
MRCB22,425,425.5,9856.483555,10822.56225,-254.392,11,14,13,0.01
MRCB22,425.5,426,9856.653364,10822.76486,-254.816,11,14,13,0.01
MRCB22,436,436.5,9860.219353,10827.01961,-263.72,11,22,1,0.01
MRCB22,436.5,437,9860.389162,10827.22221,-264.144,2,22,1,0.01
MRCB22,437,437.5,9860.558971,10827.42482,-264.568,2,14,1,0.04
MRCB22,437.5,438,9860.72878,10827.62743,-264.992,2,14,1,0.04
MRCB22,438,438.5,9860.898589,10827.83004,-265.416,2,14,1,0.07
MRCB22,438.5,439,9861.068398,10828.03264,-265.84,2,14,1,0.07
MRCB22,439,439.5,9861.238207,10828.23525,-266.264,9,32,1,0.39
MRCB22,439.5,440,9861.408016,10828.43786,-266.688,9,32,1,0.06
MRCB22,440,440.5,9861.577825,10828.64046,-267.112,9,32,1,0.01
MRCB22,440.5,441,9861.747634,10828.84307,-267.536,9,32,1,0.12
MRCB22,441,441.5,9861.917443,10829.04568,-267.96,9,32,1,0.73
MRCB22,441.5,442,9862.087252,10829.24828,-268.384,9,32,1,0.35
MRCB22,442,442.5,9862.257061,10829.45089,-268.808,9,32,1,0.14
MRCB22,442.5,443,9862.42687,10829.6535,-269.232,9,32,1,0.15
MRCB22,443,443.5,9862.596679,10829.85611,-269.656,9,32,1,0.08
MRCB22,443.5,444,9862.766488,10830.05871,-270.08,9,32,1,0.46
MRCB22,444,444.5,9862.936297,10830.26132,-270.504,9,32,1,0.03
MRCB22,444.5,445,9863.106106,10830.46393,-270.928,9,14,1,0.72
MRCB22,445,445.5,9863.275915,10830.66653,-271.352,2,14,1,0.01
MRCB22,445.5,446,9863.445724,10830.86914,-271.776,10,14,2,0.01
MRCB22,446,446.5,9863.615533,10831.07175,-272.2,10,14,2,0.01
MRCB22,446.5,447,9863.785342,10831.27435,-272.624,10,14,2,0.01
MRCB22,450,450.5,9864.974005,10832.6926,-275.592,2,14,0,0.01
MRCB22,450.5,451,9865.143814,10832.89521,-276.016,2,14,0,0.01
MRCB22,451,451.5,9865.313623,10833.09782,-276.44,2,47,2,0.01
MRCB22,451.5,452,9865.483432,10833.30042,-276.864,2,47,2,0.01
MRCB22,452,452.5,9865.653241,10833.50303,-277.288,2,47,2,0.01
MRCB22,452.5,453,9865.82305,10833.70564,-277.712,2,47,2,0.01
MRCB22,453,453.5,9865.992859,10833.90825,-278.136,2,47,2,0.01
MRCB22,453.5,454,9866.162668,10834.11085,-278.56,2,47,2,0.01
MRCB22,454,454.5,9866.332477,10834.31346,-278.984,2,15,1,0.01
MRCB22,454.5,455,9866.502286,10834.51607,-279.408,2,15,1,0.01
MRCB22,455,455.5,9866.672095,10834.71867,-279.832,2,15,1,0.01
MRCB22,455.5,456,9866.841904,10834.92128,-280.256,11,15,1,0.01
MRCB23,221,221.5,9570.455758,10842.68292,-83.19225,17,14,0,0.01
MRCB23,221.5,222,9570.635197,10842.89702,-83.60675,17,14,0,0.01
MRCB23,222,222.5,9570.814636,10843.11112,-84.02125,17,15,14,0.01
MRCB23,222.5,223,9570.994075,10843.32521,-84.43575,17,15,14,0.01
MRCB23,223,223.5,9571.173514,10843.53931,-84.85025,17,15,14,0.01
MRCB23,223.5,224,9571.352953,10843.75341,-85.26475,17,15,14,0.01
MRCB23,224,224.5,9571.532392,10843.9675,-85.67925,17,15,14,0.01
MRCB23,224.5,225,9571.711831,10844.1816,-86.09375,17,15,14,0.01
MRCB23,225,225.5,9571.89127,10844.3957,-86.50825,16,48,15,0.01
MRCB23,225.5,226,9572.070709,10844.6098,-86.92275,16,48,15,0.01
MRCB23,226,226.5,9572.250148,10844.82389,-87.33725,16,48,15,0.01
MRCB23,226.5,227,9572.429587,10845.03799,-87.75175,16,48,15,0.01
MRCB23,227,227.5,9572.609026,10845.25209,-88.16625,16,48,15,0.01
MRCB23,227.5,228,9572.788465,10845.46618,-88.58075,16,48,15,0.01
MRCB23,228,228.5,9572.967904,10845.68028,-88.99525,16,14,1,0.01
MRCB23,228.5,229,9573.147343,10845.89438,-89.40975,16,14,1,0.01
MRCB23,229,229.5,9573.326782,10846.10847,-89.82425,16,14,1,0.01
MRCB23,229.5,230,9573.506221,10846.32257,-90.23875,16,14,1,0.01
MRCB23,230,230.5,9573.68566,10846.53667,-90.65325,16,14,1,0.01
MRCB23,230.5,231,9573.865099,10846.75077,-91.06775,16,14,1,0.01
MRCB23,231,231.5,9574.044538,10846.96486,-91.48225,2,32,1,0.01
MRCB23,231.5,232,9574.223977,10847.17896,-91.89675,16,32,14,0.01
MRCB23,232,232.5,9574.403416,10847.39306,-92.31125,16,49,14,0.01
MRCB23,232.5,233,9574.582855,10847.60715,-92.72575,16,49,14,0.01
MRCB23,233,233.5,9574.762294,10847.82125,-93.14025,16,49,14,0.02
MRCB23,233.5,234,9574.941733,10848.03535,-93.55475,16,49,14,0.01
MRCB23,234,234.5,9575.121172,10848.24944,-93.96925,16,49,14,0.01
MRCB23,239,239.5,9576.915562,10850.39041,-98.11425,16,50,2,0.01
MRCB23,239.5,240,9577.095001,10850.60451,-98.52875,11,50,2,0.01
MRCB23,240,240.5,9577.27444,10850.81861,-98.94325,11,15,16,0.02
MRCB23,240.5,241,9577.453879,10851.03271,-99.35775,11,15,16,0.11
MRCB23,241,241.5,9577.633318,10851.2468,-99.77225,11,15,16,0.01
MRCB23,241.5,242,9577.812757,10851.4609,-100.18675,11,15,16,0.01
MRCB23,242,242.5,9577.992196,10851.675,-100.60125,11,15,16,0.01
MRCB23,242.5,243,9578.171635,10851.88909,-101.01575,11,15,16,0.01
MRCB23,243,243.5,9578.351074,10852.10319,-101.43025,16,15,16,0.01
MRCB23,243.5,244,9578.530513,10852.31729,-101.84475,16,15,1,0.61
MRCB23,244,244.5,9578.709952,10852.53138,-102.25925,16,15,1,0.14
MRCB23,244.5,245,9578.889391,10852.74548,-102.67375,16,15,1,0.16
MRCB23,245,245.5,9579.06883,10852.95958,-103.08825,16,15,1,0.09
MRCB23,245.5,246,9579.248269,10853.17368,-103.50275,16,15,1,0.19
MRCB23,246,246.5,9579.427708,10853.38777,-103.91725,16,14,0,0.08
MRCB23,246.5,247,9579.607147,10853.60187,-104.33175,16,14,0,0.29
MRCB23,247,247.5,9579.786586,10853.81597,-104.74625,16,14,0,0.18
MRCB23,247.5,248,9579.966025,10854.03006,-105.16075,16,14,0,0.09
MRCB23,248,248.5,9580.145464,10854.24416,-105.57525,16,14,0,0.15
MRCB23,248.5,249,9580.324903,10854.45826,-105.98975,16,14,0,0.04
MRCB23,249,249.5,9580.504342,10854.67235,-106.40425,16,14,3,0.04
MRCB23,249.5,250,9580.683781,10854.88645,-106.81875,16,14,3,0.01
MRCB23,250,250.5,9580.86322,10855.10055,-107.23325,16,14,3,0.04
MRCB23,250.5,251,9581.042659,10855.31465,-107.64775,16,14,3,0.01
MRCB23,251,251.5,9581.222098,10855.52874,-108.06225,16,14,3,0.04
MRCB23,251.5,252,9581.401537,10855.74284,-108.47675,16,14,3,0.02
MRCB23,252,252.5,9581.580976,10855.95694,-108.89125,2,14,4,0.01
MRCB23,252.5,253,9581.760415,10856.17103,-109.30575,2,14,4,0.03
MRCB23,253,253.5,9581.939854,10856.38513,-109.72025,2,14,4,0.03
MRCB23,253.5,254,9582.119293,10856.59923,-110.13475,2,14,4,0.04
MRCB23,254,254.5,9582.298732,10856.81332,-110.54925,2,14,4,0.2
MRCB23,254.5,255,9582.478171,10857.02742,-110.96375,2,14,4,0.06
MRCB23,255,255.5,9582.65761,10857.24152,-111.37825,16,26,4,0.08
MRCB23,255.5,256,9582.837049,10857.45562,-111.79275,16,26,4,0.1
MRCB23,256,256.5,9583.016488,10857.66971,-112.20725,16,26,4,0.06
MRCB23,256.5,257,9583.195927,10857.88381,-112.62175,16,26,4,0.09
MRCB23,257,257.5,9583.375366,10858.09791,-113.03625,16,26,4,0.21
MRCB23,257.5,258,9583.554805,10858.312,-113.45075,16,32,4,0.07
MRCB23,258,258.5,9583.734244,10858.5261,-113.86525,16,32,1,0.07
MRCB23,260,260.5,9584.452,10859.38249,-115.52325,16,32,1,0.05
MRCB23,260.5,261,9584.631439,10859.59659,-115.93775,16,32,1,0.07
MRCB23,261,261.5,9584.810878,10859.81068,-116.35225,2,32,1,0.13
MRCB23,261.5,262,9584.990317,10860.02478,-116.76675,2,32,1,0.07
MRCB23,262,262.5,9585.169756,10860.23888,-117.18125,2,32,1,0.02
MRCB23,262.5,263,9585.349195,10860.45297,-117.59575,16,29,4,0.12
MRCB23,263,263.5,9585.528634,10860.66707,-118.01025,16,29,4,0.08
MRCB23,263.5,264,9585.708073,10860.88117,-118.42475,16,29,4,0.21
MRCB23,264,264.5,9585.887512,10861.09526,-118.83925,2,38,0,0.29
MRCB23,264.5,265,9586.066951,10861.30936,-119.25375,2,38,0,0.41
MRCB23,265,265.5,9586.24639,10861.52346,-119.66825,2,38,0,0.44
MRCB23,265.5,266,9586.425829,10861.73756,-120.08275,2,32,0,0.12
MRCB23,266,266.5,9586.605268,10861.95165,-120.49725,2,32,0,0.4
MRCB23,266.5,267,9586.784707,10862.16575,-120.91175,2,32,0,0.17
MRCB23,267,267.5,9586.964146,10862.37985,-121.32625,2,32,0,0.68
MRCB23,267.5,268,9587.143585,10862.59394,-121.74075,11,15,0,0.08
MRCB23,268,268.5,9587.323024,10862.80804,-122.15525,11,15,0,0.08
MRCB23,268.5,269,9587.502463,10863.02214,-122.56975,11,15,0,0.01
MRCB23,269,269.5,9587.681902,10863.23623,-122.98425,11,15,0,0.01
MRCB23,269.5,270,9587.861341,10863.45033,-123.39875,11,15,0,0.04
MRCB23,270,270.5,9588.04078,10863.66443,-123.81325,11,15,4,0.04
MRCB23,270.5,271,9588.220219,10863.87853,-124.22775,11,15,4,0.13
MRCB23,271,271.5,9588.399658,10864.09262,-124.64225,11,15,4,0.06
MRCB23,271.5,272,9588.579097,10864.30672,-125.05675,11,15,4,0.1
MRCB23,272,272.5,9588.758536,10864.52082,-125.47125,11,15,4,0.1
MRCB23,272.5,273,9588.937975,10864.73491,-125.88575,11,15,4,0.07
MRCB23,273,273.5,9589.117414,10864.94901,-126.30025,2,15,7,0.06
MRCB23,273.5,274,9589.296853,10865.16311,-126.71475,2,15,7,0.16
MRCB23,274,274.5,9589.476292,10865.3772,-127.12925,2,15,7,0.15
MRCB23,274.5,275,9589.655731,10865.5913,-127.54375,2,15,7,0.18
MRCB23,275,275.5,9589.83517,10865.8054,-127.95825,2,51,1,0.11
MRCB23,275.5,276,9590.014609,10866.0195,-128.37275,2,51,1,0.03
MRCB23,276,276.5,9590.194048,10866.23359,-128.78725,2,14,1,0.02
MRCB23,276.5,277,9590.373487,10866.44769,-129.20175,2,14,1,0.02
MRCB23,277,277.5,9590.552926,10866.66179,-129.61625,2,14,1,0.02
MRCB23,277.5,278,9590.732365,10866.87588,-130.03075,2,14,1,0.06
MRCB23,278,278.5,9590.911804,10867.08998,-130.44525,11,52,0,0.06
MRCB23,278.5,279,9591.091243,10867.30408,-130.85975,11,52,0,0.06
MRCB23,298.5,299,9598.268803,10875.86796,-147.43975,10,26,4,0.01
MRCB23,299,299.5,9598.448242,10876.08205,-147.85425,1,26,4,0.01
MRCB23,299.5,300,9598.627681,10876.29615,-148.26875,1,14,0,0.14
MRCB23,300,300.5,9598.80712,10876.51025,-148.68325,1,14,4,0.41
MRCB23,300.5,301,9598.986559,10876.72435,-149.09775,11,16,4,0.06
MRCB23,301,301.5,9599.165998,10876.93844,-149.51225,11,16,4,0.06
MRCB23,301.5,302,9599.345437,10877.15254,-149.92675,11,14,4,0.36
MRCB23,302,302.5,9599.524876,10877.36664,-150.34125,11,14,4,0.18
MRCB23,302.5,303,9599.704315,10877.58073,-150.75575,11,14,4,0.01
MRCB23,303,303.5,9599.883754,10877.79483,-151.17025,11,14,0,0.01
MRCB23,305,305.5,9600.60151,10878.65122,-152.82825,11,14,6,0.11
MRCB23,305.5,306,9600.780949,10878.86532,-153.24275,11,14,6,0.11
MRCB23,306,306.5,9600.960388,10879.07941,-153.65725,11,53,6,0.13
MRCB23,306.5,307,9601.139827,10879.29351,-154.07175,9,53,0,0.49
MRCB23,307,307.5,9601.319266,10879.50761,-154.48625,11,14,0,0.23
MRCB23,307.5,308,9601.498705,10879.7217,-154.90075,11,14,0,0.1
MRCB23,308,308.5,9601.678144,10879.9358,-155.31525,11,14,0,0.1
MRCB23,308.5,309,9601.857583,10880.1499,-155.72975,11,14,0,0.1
MRCB23,309,309.5,9602.037022,10880.36399,-156.14425,11,32,1,0.13
MRCB23,309.5,310,9602.216461,10880.57809,-156.55875,11,32,1,0.21
MRCB23,310,310.5,9602.3959,10880.79219,-156.97325,11,32,1,0.14
MRCB23,310.5,311,9602.575339,10881.00629,-157.38775,11,32,1,0.25
MRCB23,311,311.5,9602.754778,10881.22038,-157.80225,11,32,1,0.4
MRCB23,311.5,312,9602.934217,10881.43448,-158.21675,11,32,1,0.45
MRCB23,312,312.5,9603.113656,10881.64858,-158.63125,9,15,0,0.71
MRCB23,312.5,313,9603.293095,10881.86267,-159.04575,9,15,0,0.44
MRCB23,313,313.5,9603.472534,10882.07677,-159.46025,9,15,0,0.98
MRCB23,313.5,314,9603.651973,10882.29087,-159.87475,11,32,4,0.3
MRCB23,314,314.5,9603.831412,10882.50496,-160.28925,11,32,4,0.19
MRCB23,314.5,315,9604.010851,10882.71906,-160.70375,11,32,4,0.19
MRCB23,315,315.5,9604.19029,10882.93316,-161.11825,11,29,7,0.21
MRCB23,315.5,316,9604.369729,10883.14726,-161.53275,11,29,7,0.06
MRCB23,316,316.5,9604.549168,10883.36135,-161.94725,11,29,7,0.17
MRCB23,316.5,317,9604.728607,10883.57545,-162.36175,11,29,7,0.15
MRCB23,317,317.5,9604.908046,10883.78955,-162.77625,11,29,7,0.09
MRCB23,317.5,318,9605.087485,10884.00364,-163.19075,11,29,7,0.08
MRCB23,318,318.5,9605.266924,10884.21774,-163.60525,2,25,12,0.24
MRCB23,318.5,319,9605.446363,10884.43184,-164.01975,2,25,12,0.03
MRCB23,319,319.5,9605.625802,10884.64593,-164.43425,2,25,12,0.09
MRCB23,319.5,320,9605.805241,10884.86003,-164.84875,2,25,12,0.1
MRCB23,320,320.5,9605.98468,10885.07413,-165.26325,2,25,12,0.12
MRCB23,320.5,321,9606.164119,10885.28823,-165.67775,2,25,12,0.16
MRCB23,321,321.5,9606.343558,10885.50232,-166.09225,9,29,1,0.04
MRCB23,321.5,322,9606.522997,10885.71642,-166.50675,9,29,1,0.15
